source1_entity_id	matched_entity_ids
S1-36216088	S2-735272154,S2-418857877,S2-578207235
S1-362524142	S2-145322696,S3-236507933,S3-542188406,S3-94466200
S1-362542076	S2-619002672,S2-425506089,S2-692365774,S3-666179440
S1-363682780	S2-223626552,S2-527154008,S2-661503048,S3-874976716,S3-505629773
S1-363881648	S2-22664626,S3-835748978
S1-364479937	S2-22460399,S3-188490337
S1-364609105	S2-587365873,S2-382412875,S3-296449238,S3-865291363
S1-365227711	S2-965115459,S3-431057189
S1-365396425	S2-797146183,S2-235104006,S3-130267472
S1-365450541	S2-584225526,S2-17056769,S3-622592002,S3-586870219,S3-656521208
S1-366004857	S2-41031181,S2-749620863,S3-232091326
S1-366191116	S2-779639800,S2-154653209,S2-864802253,S3-431247717,S3-945568478
S1-366310100	
S1-366927546	S3-804083188,S3-669013841,S3-132161545,S3-449378800
S1-367030244	S2-103476765,S3-779659262,S3-486502866
S1-367291716	S3-135476577
S1-36841639	S2-309378212,S3-479133445,S3-239535005
S1-368767037	S2-229791392,S2-892247814,S3-407260704,S3-728306111,S3-736433857
S1-369198632	S2-598158430,S2-282745196,S3-469240895,S3-871488044
S1-370419392	S2-696897428,S2-692660861,S2-280234582,S3-631859282,S3-807229780,S3-543379345,S3-548580459
S1-370712658	S2-510938652,S2-406613999,S3-21931624
S1-371733566	S2-372118633,S3-153541941,S3-171239213
S1-372567687	S2-43012492,S3-292741223,S3-667411686
S1-372675685	S2-356226953
S1-373334447	S2-67420382,S3-166545594
S1-373446305	S2-408064417,S2-646190744,S2-105914370,S3-513325766
S1-373541788	S2-62545799,S2-349728871,S2-744786897,S3-242981505,S3-403649184
S1-373635517	S3-947694541
S1-37388827	S3-825947548,S3-277821506,S3-368210811
S1-373896077	S2-116572044,S2-613600660,S3-105954325,S3-291502909
S1-373940784	S2-597637704,S2-652525193
S1-373989211	S2-912240607,S2-979694849,S3-263814989,S3-807314931
S1-374766299	S2-861828813,S3-442564934
S1-375190672	S2-75895511,S2-247900788,S3-550767084,S3-868653355
S1-375360311	S2-89793122,S2-334541227,S2-158990521,S3-47519364,S3-559798282
S1-375621255	S2-199630450,S3-855593814,S3-756426123
S1-375777792	S2-994459155,S3-965873476
S1-376563089	S2-363932959,S3-813405622,S3-769956447,S3-771984700,S3-710856441
S1-376857040	S2-950205374,S2-907048069,S3-129004961
S1-376985246	S2-572614298,S2-579973851,S3-166890726
S1-377014380	S2-124639004,S2-335872723,S3-908894849
S1-377186602	S2-996457755,S2-440612475,S3-502003609
S1-377309209	S2-545617299,S2-645633135
S1-377390065	S2-417879306,S2-90561846,S3-868282182
S1-377912796	S2-174749893,S2-924309076,S3-404913044,S3-107968680
S1-377966619	S2-810737942,S3-160747785
S1-377982562	S2-893820946,S2-573549147
S1-378028484	S3-725846744,S3-523985632,S3-179594534
S1-378193513	
S1-378502980	S2-634072085,S3-548747400,S3-191222740
S1-378992164	S2-66526566,S2-277192806
S1-379182528	S2-821477859
S1-379288100	S2-477566063,S2-620497533,S2-994144235,S3-661907747,S3-374531480,S3-425535062
S1-379301216	S2-232449077
S1-379654996	S2-327161308,S2-68943153,S2-858211242,S3-890422694,S3-781071125,S3-163029054
S1-381341639	S2-317889492,S2-653034603,S3-401540575,S3-838341751,S3-560646560
S1-381729340	S2-894758520,S2-799484142,S2-253641682,S3-753870442
S1-381941696	S2-716697103
S1-382106800	S2-722573246,S3-888487050
S1-382237627	S2-160527912,S3-797686049,S3-518520495,S3-373499500
S1-382264455	S2-839257379,S2-475291985,S3-556632519
S1-382861164	S2-957263226,S2-676596968,S3-17495277,S3-754679139,S3-374363503
S1-383115155	S2-210345224,S2-315587749,S3-620034237,S3-950293694
S1-383136037	S2-471516390,S2-869072984,S2-496557831,S2-400936747,S3-545022863,S3-168271921,S3-400901023
S1-383252307	S2-335257755,S2-912054598,S2-166600801,S2-862669705,S3-888549190,S3-226239783
S1-383557821	S3-990520076,S3-307392191
S1-383592058	S2-785092094,S3-31303661,S3-966306052,S3-1815508
S1-383737004	S2-350202349,S3-980877971
S1-384396621	S2-681847073,S2-250406328,S3-714847380,S3-246244568,S3-53997183
S1-384915150	S2-108422085,S2-157358394,S3-507102499
S1-385307649	S2-963314172,S3-336724227,S3-75751157
S1-385338827	S2-88719508,S2-392444219,S3-81909861,S3-625478659,S3-97693410
S1-386550076	S2-287343500,S3-214660836
S1-386601124	S2-674639677,S2-705504637,S3-660179965,S3-594893391
S1-386616083	S2-327621393,S2-34841867,S3-305755845
S1-386951554	S2-875416315,S2-492165030,S2-639993890,S3-391150010,S3-45894313
S1-387211283	S2-610548732,S2-562053250,S2-972895314,S3-624697545
S1-387476804	S2-69680762
S1-387548686	S2-895140326,S3-507279662,S3-558508735
S1-387636300	S2-277765137,S2-759392207,S2-598380483,S2-536984874,S3-862631588,S3-561717804,S3-952666905
S1-387942393	S2-993633388,S3-807079063
S1-388065298	
S1-388208370	S2-138861847,S3-515819014,S3-783202288
S1-388253939	S2-889838611,S2-637244284,S2-594816816,S3-763752163
S1-389061762	S2-514004063,S2-85688632,S2-384479925,S3-47173868
S1-389198170	S2-483427215,S2-600362635,S3-622599146
S1-389546786	S3-847363643,S3-851109695
S1-389551746	S2-160659874
S1-389624737	S2-487365381,S3-421866937,S3-2248264,S3-907309455
S1-389979959	S2-389268894,S2-533545280,S2-809561765,S3-627701426,S3-345229084
S1-390616880	S2-838954784,S2-496380591,S3-373533724,S3-272941894,S3-409577402
S1-390872819	S2-539266338,S2-352623889,S2-462510815,S3-748335272
S1-39113532	S3-467386492,S3-398898051,S3-523734211
S1-391683240	
S1-391814388	S2-121271277,S3-53709772
S1-392417866	S2-685515868,S2-770103531,S2-41519359,S2-22726394,S3-176181204,S3-890454919
S1-392605449	S2-799784979,S2-332814297,S2-528841962,S3-944534190,S3-469951713,S3-455360313
S1-393194393	S2-224235563,S2-450787266,S2-55285207,S3-884166548
S1-393240482	S2-474390649,S2-382298853,S2-705247434,S3-969123865,S3-981138261
S1-393259793	
S1-393345405	S2-978192362,S2-60509983,S3-935613341,S3-971534523
S1-393893683	S2-858660470,S2-806548925,S2-29702641,S3-617528981
S1-393899874	S2-814781083,S3-969963136,S3-651928284
S1-393903055	S2-304655498,S2-54308139,S3-859477543,S3-867011668
S1-39399252	S2-421120355,S3-141374394,S3-246445265,S3-204216977
S1-394064735	S2-679387227,S2-890567305,S3-336256833,S3-12375700,S3-431980550,S3-992260794,S3-213741099
S1-394093741	S2-602056412,S2-587870747,S3-506876525,S3-560980939
S1-394418075	S2-230969985,S2-760512872,S2-610281718,S3-829587156,S3-45450557
S1-394475192	S2-135882503,S3-657547132,S3-766673291
S1-394531291	S2-902428501,S2-43158936,S3-950262439
S1-394705639	S2-135005185,S3-597078852
S1-394836603	S2-396207833,S2-506823028,S3-553132331,S3-730172530
S1-394912287	S2-131096223,S2-944539117,S2-130268372,S3-794445685,S3-868330645
S1-395392795	
S1-396548246	S2-366093755,S2-123927649,S3-297192346,S3-240058340
S1-396923246	S2-55463095,S3-722311611,S3-721218343
S1-396928826	S2-827950330,S3-279625031,S3-176027893,S3-790739130
S1-397106589	S2-276146448,S2-90229890,S3-541150088,S3-3631543
S1-397274285	S2-535624502,S2-8487397,S3-96540038,S3-267304710
S1-397557408	S2-538720631,S2-371036792,S2-812954772,S3-637743366,S3-606525751,S3-817797203
S1-398237725	S2-986399192,S3-952290222
S1-398467928	S2-456094352,S3-465649730,S3-935963554,S3-398470181,S3-543961060
S1-398469911	S2-803608580,S3-132247477
S1-398819664	S3-427809874,S3-916411888,S3-826944917
S1-3988382	S2-745221237,S2-312491650,S3-604586389,S3-725673660,S3-200895433
S1-399632864	S2-501697596,S2-626478740,S3-933531165
S1-400071544	S3-594198215,S3-749617016
S1-400139873	S2-242532537,S3-643577727,S3-936162002
S1-400281816	S2-152119056,S2-9506668,S3-732632153
S1-400576010	S2-131409529,S3-518945240,S3-652077428
S1-400898759	S2-561199584,S3-112210786
S1-401153469	S2-836028736,S2-2400848,S2-152010346
S1-401952529	S2-721622047
S1-402272627	S2-733943092,S3-831581600,S3-590995040
S1-402312207	S2-383034737,S2-971775101,S2-580086706,S2-125879349,S3-243353043,S3-37982767
S1-402478112	S2-512638913,S2-152171719,S3-223035167,S3-49082834,S3-634437981,S3-410667784
S1-402860122	S2-362804159,S3-454352686,S3-672251436,S3-265205819
S1-402965427	S2-648404217,S3-54093255,S3-770986740,S3-56240680,S3-687498930
S1-403614753	S2-684789434,S3-677098468,S3-156936093,S3-91779875,S3-397014350
S1-404079969	S2-672526973,S3-209918859
S1-404252243	S2-492412167,S2-723785804,S3-655328989
S1-404678575	S2-276205658
S1-404777375	S2-240674369,S3-521177134,S3-76889919
S1-404993188	S3-839785739,S3-536514467
S1-404995167	S2-878974315,S2-692204351,S2-784386291,S3-977252999
S1-40508795	S2-694672248,S2-114177474,S2-303541169,S3-761871191,S3-999788629
S1-405283092	S2-178328688,S2-814182227,S2-408844759,S3-221220347
S1-405437770	S2-149466102,S2-796893813,S2-944398820,S3-176034356
S1-405518824	S2-585034509,S2-20840394,S2-644921940,S3-917340909,S3-201712443,S3-273604953
S1-405520008	S2-733571442,S2-923785025,S3-460400982
S1-405521342	S2-298737486,S2-921599532,S2-716592306,S3-495160595
S1-405659542	
S1-405792862	S3-175257215,S3-231601299
S1-406265194	S2-805134539,S3-475415592,S3-692028072,S3-790665337,S3-678565628,S3-219762667
S1-406932020	S2-511904113,S3-874553993,S3-864550341
S1-407086915	S2-154573990,S2-14746504,S3-932612678,S3-818670964
S1-407432406	S2-97191004,S2-220231252,S2-957686084,S2-891824100,S3-74898938,S3-256200346,S3-195918970
S1-407542251	S2-721025894,S2-751003448
S1-407546990	S2-238694212,S2-668479738,S3-161568472
S1-407760885	S2-879747468,S3-614001622,S3-580599699,S3-267462473,S3-934623561,S3-948706858
S1-40778942	S2-240317656,S2-196963676,S3-453776613,S3-533811662
S1-408063271	S2-891825275,S2-75511490,S3-709713072,S3-725289504,S3-380895037
S1-408078837	S2-724977951,S3-624130351,S3-173406800
S1-408870056	S2-707431008,S2-283733615,S3-743550734
S1-408941682	S2-400262516,S2-314317780,S2-737762637,S3-547926341
S1-410346353	S2-757769109,S3-908592665,S3-592230454
S1-410668413	S2-507190615,S2-737132769,S3-386196127,S3-493517158,S3-551388423
S1-411111192	S2-648012884,S2-470537881,S3-768611541
S1-41154520	S2-124872978,S2-618087746,S2-386520435,S2-627238111,S3-956233840,S3-684353416
S1-412024822	
S1-412124814	S2-474406393,S3-353531025,S3-557960677,S3-432036190
S1-412551600	S2-408635852,S3-195035786,S3-709152819,S3-169882318,S3-451798909
S1-41261675	S2-112909029,S2-849522794,S2-1991586,S3-905583106,S3-670469055
S1-412717563	S2-645927563,S3-555494668,S3-783976663
S1-412879852	
S1-413177570	S2-439648984,S3-770904135,S3-970573732,S3-428761576
S1-413252093	S2-399982857,S3-780116219
S1-413260555	S2-973232185,S3-248852740
S1-413526081	S2-24676637,S2-224241815,S2-128168006,S2-400578089,S2-699366573,S3-601398287
S1-413962509	S2-373779619,S3-206031335
S1-414089898	S2-752271101,S2-113840824
S1-414371382	S2-673678386,S2-397525808,S3-675926786,S3-91811478,S3-198551542
S1-414912302	S2-368207193,S2-470166361,S3-578444610,S3-50997154,S3-59250381
S1-415628732	S2-758308282,S3-320564168,S3-351152963
S1-41580779	S2-202067388,S3-245885917
S1-416197754	S3-276976568
S1-416760655	S2-585632610,S2-27743812,S3-894311097,S3-981978783,S3-65041025,S3-388765485
S1-417777542	S2-722199212,S3-142047535,S3-364053902,S3-263235595
S1-418185631	S2-378236379,S2-286053340,S3-525770229
S1-41843797	S2-934987433,S3-455841462,S3-750578843,S3-259209156
S1-418672738	S2-934395926,S2-950411295,S3-707066864,S3-601197066,S3-796313018,S3-345804323
S1-419167253	S2-101902970,S2-428717747,S3-214801883,S3-734299305
S1-419249483	S2-528984513,S2-603246634,S3-669584914
S1-419625791	
S1-419922883	S2-748151670,S3-519134920,S3-474237833
S1-420260214	S2-547256240,S2-994802710,S2-831361096,S3-271308654,S3-308404158
S1-420763337	S2-824752873,S3-239185471,S3-10674037,S3-281265771
S1-421140629	S2-94497003,S3-125287699,S3-379138037,S3-188489616
S1-421418713	S2-226752033,S2-588266592,S3-305757979
S1-421435439	S2-682282106,S2-533978208,S2-11331417,S3-677606957,S3-210139414
S1-421513240	
S1-421634986	S2-691165117,S3-906840336,S3-482092212
S1-422237198	S2-635968531,S3-886984399,S3-15538015,S3-416046132
S1-42246345	S2-819580568,S2-112471943,S3-541130211
S1-422492231	
S1-422646941	S2-310172888,S2-795920077,S3-285901337,S3-254697112
S1-423276114	S2-314232378,S2-828391414,S2-806295417,S3-19192086,S3-398593920,S3-406372108,S3-858438260
S1-423880917	S2-947432222,S3-313676282,S3-138800454,S3-909358706,S3-785367528
S1-423973106	S2-762614150
S1-42402348	S2-134131481,S2-941774179,S2-501907327,S3-464443424,S3-139894630,S3-548317717
S1-424158750	S2-567418524,S3-382878313,S3-412802247
S1-424550021	S2-369072335
S1-425029735	S2-747698604,S2-236190743,S3-90910928,S3-382987341,S3-156430990
S1-425087749	S2-52169617,S2-477328884,S3-69937943
S1-425098743	S2-65771778,S3-264427149,S3-143121763,S3-168367210,S3-647464536
S1-425165797	S2-128002559,S3-812359371
S1-425530773	S2-170386690,S2-273868272,S3-133503710,S3-613672953
S1-425569447	S2-10734256,S3-17462469
S1-425693286	S3-242418215
S1-426137654	S3-517135813,S3-321244810
S1-426438818	S2-416337782,S2-119615741,S3-907893405,S3-684253535
S1-426628985	S2-729704425,S3-815506134,S3-266621090,S3-19702432
S1-426702569	S2-367489307,S2-985193882
S1-426953208	S2-346970078,S3-255726763,S3-721846607,S3-330819499
S1-426972643	S2-940042592,S3-32136352,S3-163357592
S1-427602960	S3-710742516,S3-803763513
S1-428622363	S2-850068158,S2-342718417,S2-370601468,S3-9936635
S1-428779552	S2-505391741,S3-744108445,S3-958101276
S1-429266588	S2-777032501,S2-376468231,S2-298862610,S2-956584957,S3-191239740,S3-829228230
S1-429900267	S2-867726523,S2-2517597,S2-785239799,S2-554640007,S3-260949818
S1-430162043	S2-831291071,S3-435906091
S1-430368184	S2-374007428,S3-242859242,S3-315347592
S1-430428350	S2-629681850,S3-24634243,S3-746869910
S1-430513984	S2-245891108,S2-820388259,S2-860350267,S3-325132240,S3-587486578
S1-430639396	S3-710016946,S3-194887837,S3-346236019
S1-430980477	S2-7690284,S2-86958012,S2-257748384,S2-379578867,S3-689660602
S1-431301283	S2-43635241,S2-641622991,S3-646468606
S1-431442616	S2-244539887,S3-598348652
S1-431624584	S2-161034657,S3-438333475
S1-43171728	S2-319854264,S2-792228997,S2-561707201,S3-452100652,S3-674634432
S1-43179162	S2-120023144,S2-815974424,S3-390487584,S3-801248360
S1-431867032	S2-548731261,S2-224492061,S2-760367787,S3-865084108,S3-698507983
S1-431990060	S2-554609104,S2-20551819,S2-685984901,S3-41041759,S3-516115120
S1-432538447	S2-203339352,S3-617673854,S3-32780269
S1-432543874	S2-522175020,S3-248443615,S3-243090426,S3-312643187
S1-432690816	S2-459530016,S3-726652006
S1-433225698	S2-638831369,S3-750248302,S3-677112404
S1-433673030	S2-763980201,S3-726697574
S1-433727669	S2-553763737,S2-244493283,S3-61092511
S1-433756312	S2-875998007,S2-5993881,S3-782283705,S3-681453294
S1-433766724	S2-113356826,S2-361416372,S2-75775674,S3-714677548,S3-854632323
S1-434607086	S3-363354607,S3-952040915
S1-434719296	S2-859747961,S2-701891242,S3-636927809
S1-434956269	
S1-435159240	S3-101811194,S3-747804890,S3-208692427,S3-19762633
S1-435586996	S3-998331090
S1-436269183	S2-150625741,S3-947831240,S3-861408522,S3-904203756
S1-436436807	
S1-437332190	S2-473552783,S3-906712461,S3-833382640
S1-437585950	S3-152422323,S3-72577827,S3-637229469
S1-438029307	S2-59682445,S2-569053927,S2-395530013,S3-841876706,S3-730384891
S1-438115387	S2-574617437,S2-576749365,S2-340593119,S3-564841594,S3-532784674,S3-8037418
S1-438307294	S3-970085721,S3-411325346,S3-693874238,S3-654711138
S1-43838517	
S1-438388049	S2-385537652,S2-227652963,S2-948887322,S2-20724484,S3-548057134,S3-504872769,S3-129074341
S1-438476284	S3-61147410
S1-43856225	S2-110842996,S2-444765466,S3-615209997,S3-717272672
S1-438777523	
S1-438834768	S2-793042095,S3-168741085,S3-97363590
S1-439117512	S2-526895027,S2-96258376,S2-44069402,S3-167057593
S1-439203736	S2-21514581,S3-805439682
S1-440383221	S2-789245894,S2-80844007,S2-107998199,S3-23752318
S1-440783542	S2-24075485,S2-69190788,S3-993986392
S1-441023683	S2-433819177,S2-800718657,S3-587092994,S3-46713055
S1-441643727	
S1-442262521	S3-268675162
S1-442809021	S2-332956096,S2-398233214,S3-222385080,S3-644696108
S1-442867091	S2-288839789
S1-443154384	S2-994491779,S2-781289854,S3-12964700,S3-62940186,S3-637551365
S1-443229916	S2-641764981,S2-974253904,S3-45230116,S3-668333833
S1-443264302	S2-157878890,S2-356669636,S3-912351493,S3-547639613
S1-443405762	S2-409439712,S2-752339594,S3-430090495,S3-79950172
S1-443452580	
S1-443605421	S2-655911704,S3-545102627,S3-273778002
S1-443897230	S3-515848573,S3-570816788,S3-654358010
S1-444321851	S2-459337352,S2-580859504,S2-896024828,S3-469519864,S3-687026900
S1-444779444	S2-563276054,S2-247993696,S3-792132191,S3-597054368,S3-743279062,S3-769242479
S1-444858095	S2-564484372,S2-961949166
S1-445075595	S2-624007789,S2-389320395,S3-105444830,S3-686743946
S1-445742098	S2-959822393,S3-11752980,S3-960862503,S3-625688924,S3-509812384
S1-445886042	S2-981704816,S2-836043600,S3-498171237
S1-446225826	S2-54053377,S2-843558420,S2-207294263,S3-352324784,S3-220186083,S3-79486964
S1-446256122	S2-135978561,S2-902956877,S3-125030122,S3-258950980
S1-446442890	S2-398586515,S2-408831827,S2-23793272
S1-446596565	S2-4292772,S2-775338078,S3-907158528
S1-44682741	S2-614584084,S2-348977082,S2-339372730,S3-677827762
S1-447199310	
S1-447521690	S2-536816939
S1-447531347	S2-624680013,S3-647074839
S1-447681107	S2-453192035,S3-284107943
S1-44785280	S2-925668631,S2-63149135
S1-448061431	S2-927101879,S2-470763133,S2-646996147,S2-990185516,S2-766521368,S3-123171495,S3-680020756,S3-913820436
S1-448291320	S2-245901527,S2-302323060,S2-380211955,S3-635368177
S1-448345019	S2-670549181,S3-462678740,S3-452820751,S3-245412518
S1-448367080	S2-722589032,S3-536033420
S1-448653123	S2-256043546,S2-321553383,S3-781923734
S1-449387618	S2-72346167,S2-400895768
S1-449397951	S2-673912478,S2-9158370,S3-206078520,S3-356643720,S3-575136050
S1-449790619	S2-919220369,S3-792143524,S3-22609629
S1-449838181	S3-253265851
S1-450618700	S2-488046128,S3-81937983,S3-999092654,S3-361833418
S1-450636499	S3-373544816
S1-451119317	S2-21502080,S3-237141577,S3-19815285,S3-711000375,S3-804233376
S1-451496142	S2-369727829,S2-822989674,S3-951264668,S3-576681460
S1-45252741	S2-391248156,S2-418222556,S3-189098914,S3-517276128,S3-573324446,S3-104517610,S3-886802183
S1-452543865	S2-704028601,S2-134560137,S3-935569716
S1-45257038	S3-215010021,S3-410400124
S1-452657790	S3-726728521,S3-969116194,S3-605690072
S1-45275723	S2-130718985,S2-466114429
S1-454847258	
S1-455385190	S2-597655278,S2-845380404,S3-884880323
S1-455565134	S2-479672062,S3-780315611,S3-854887663,S3-551575520,S3-792519134
S1-45563729	S3-679552690
S1-45575585	S2-724349201,S2-361945156,S3-975257382,S3-813096391,S3-205117549
S1-455886423	S2-401166227,S3-788721488
S1-456085328	S2-778160556,S2-70184259,S3-280591626,S3-13888208
S1-456146873	S3-513082626
S1-456243021	S2-701797224,S2-744476006,S3-255135038
S1-456299450	S2-398378381,S2-768245610,S3-971876496,S3-898082812,S3-707846546
S1-456378342	S2-415166705,S2-126159778,S3-314377473
S1-456427404	S2-345725843,S3-928215963,S3-718976159,S3-442326482,S3-922003653
S1-456624929	S2-497798673,S3-18030743,S3-305024835,S3-481230476
S1-456943523	S2-388043850,S2-944425352,S3-641184993,S3-890386441,S3-456175859
S1-457241467	S2-174194033,S3-736361542
S1-457381309	S2-929006627,S2-874690320
S1-45782158	S2-640602291,S2-434096972,S2-763487360,S2-827524261,S3-422040335
S1-457882370	
S1-458207036	S2-850105723,S2-434317423,S3-419916773,S3-78057376,S3-18004186
S1-458392278	S2-354335611,S2-287405229,S3-22670799,S3-70149229,S3-753682665
S1-458919664	
S1-459297936	S2-392101686,S2-564766778
S1-459361794	S2-490989437,S3-543524920,S3-738247381
S1-460386929	S2-341825270
S1-460626113	S2-651637392,S3-902432481,S3-515967358
S1-460658692	S2-72271114,S2-855495334,S2-952262136,S3-610927353,S3-374084651
S1-460718306	S2-891689945,S2-169777024,S3-664601597,S3-998005988,S3-827676518
S1-460943174	
S1-461222117	S2-497549106,S2-224731399,S2-427370911
S1-461462917	S2-493624048,S2-326582224,S2-586815125,S3-775202212,S3-3336714,S3-365252656,S3-186066121
S1-461741774	S2-425686241,S2-777239677
S1-461821835	S2-315236304,S2-148088147,S2-890110173,S3-938403289,S3-963508125
S1-462499569	S2-960346977,S2-814058306,S2-154533312,S2-476887773,S3-606102251,S3-565349804,S3-574004149,S3-642883714,S3-78702161
S1-462720339	S2-174385570,S2-869304021,S3-550729549
S1-463630507	S2-236160617,S2-28002551,S2-489500341,S2-144654815,S3-580008916,S3-708517618
S1-464095516	S2-80487795,S2-80666529,S3-49996510,S3-678656076,S3-359509730
S1-464455049	S2-256272676,S3-469039417,S3-373128144
S1-464679420	S2-359897550,S2-620641441,S3-857633380,S3-329870174,S3-646291094
S1-464958840	S2-29605338,S3-610650867,S3-704539981
S1-464962649	
S1-465007516	S2-94667719,S2-279419784,S2-988482740,S3-807766003,S3-773129949
S1-465062093	S3-755533951,S3-370796297,S3-397212481
S1-46506909	S2-973316855,S3-69478476,S3-900110842
S1-46543345	S2-11626036
S1-465483754	S2-869754084,S3-75558002,S3-545301434,S3-19657102
S1-465739288	S2-586371985,S3-435599270,S3-431096672
S1-466369301	S2-968498842,S2-434489515,S3-501208658,S3-884372426
S1-466668920	S2-630399297,S3-643607727,S3-594971383,S3-467864077
S1-466876326	S2-31102419,S2-98733305,S2-345653186,S2-254649541,S2-567495332,S3-239490078
S1-466955044	S2-750582171,S2-284052643,S3-680573445,S3-749399310
S1-46732045	S2-188446683
S1-46775767	
S1-467896167	S2-838752099,S2-593604326,S2-594136038,S3-82285540,S3-979495172
S1-467934267	S2-446562050,S3-253994302,S3-132435881,S3-343399668
S1-467934474	S2-144182143,S3-352880525,S3-212362333
S1-468272359	S2-930928373,S2-13213781,S2-718717397,S3-600020142,S3-227433197
S1-468461684	S2-429045520,S2-165987917,S3-322247857,S3-165362667,S3-331791236
S1-469762410	
S1-469978997	
S1-470502238	S2-284436985,S2-19343107,S3-985502412
S1-470696549	S2-235054223,S2-658260285,S2-724314141,S3-168532584
S1-471121926	
S1-471409765	S2-566789039,S3-363411394,S3-633750297
S1-471448906	S2-441489169,S3-658086357,S3-783836684,S3-334327920,S3-350874278
S1-47157678	S2-233858633,S2-383338430,S2-569302648,S3-589571035
S1-471700224	S2-827461283,S2-978971631,S3-799568899,S3-916380547,S3-514031002
S1-472045820	S2-551592407,S2-615197053,S2-673303728,S2-771902620,S2-683565821,S3-575104727
S1-472323567	S2-177070685,S2-91548195,S3-486996970
S1-472358366	S2-29887445,S2-434809923,S2-497587957
S1-472380791	S2-943187654,S2-424368225,S2-15294087,S3-331982185,S3-680054315
S1-472695874	S2-333705569,S3-262277726,S3-502569268
S1-472872032	S2-284837701,S3-344625492,S3-292287572,S3-98377200
S1-47313775	S2-465157439,S3-605416013
S1-473657464	S2-502263154,S3-43932876
S1-474532322	S2-586715886,S3-460598788
S1-475183963	S2-678168181
S1-476097182	S2-263574919,S3-721965677
S1-476979751	S2-696436049,S2-606169333,S3-665340122
S1-477016494	S2-181194655,S2-564574196,S2-773150558,S3-921223984,S3-130421599
S1-477484556	S2-109690861,S2-83917861,S2-635483151,S3-939847000
S1-478018521	S2-428217517,S2-651173879,S2-75062028,S2-739576321,S3-867682638
S1-478020202	S2-492825310,S2-453772743,S3-756798729
S1-478021884	S2-832013166,S2-873767988,S3-483366021,S3-191777537
S1-478264034	S2-602799165,S3-432721278,S3-802103468,S3-443224397,S3-158009967,S3-875080686
S1-478922381	S2-433187224,S2-779873934,S2-330895829,S3-493527781,S3-370505315,S3-285011973
S1-479161107	S2-49850640,S2-13132039,S3-39451796
S1-480109307	S2-783886203,S2-509536025,S3-484275089,S3-98879134
S1-480450270	S2-760509478,S2-897691258,S3-799378592,S3-42980756
S1-48068006	S3-590418668
S1-481493147	S2-196019908,S3-159879945,S3-145812716,S3-2091411
S1-482245935	
S1-482402023	S2-454840643,S2-331920000,S2-725442602,S2-183462722,S3-427553520,S3-561997245,S3-549972271,S3-405384244
S1-482632930	S2-447041363,S2-466036489,S3-521304055,S3-335022110,S3-426126889
S1-4826541	S2-499049904,S3-587163471
S1-482974012	S2-850798100,S2-446837256
S1-483254223	S2-199578310,S2-414110502,S3-749797851,S3-416873943
S1-484009094	S2-222991116,S2-232252754,S3-974180312
S1-48470732	S2-994846618,S2-4111318
S1-484753372	S2-407233156,S3-525369090,S3-489308499
S1-485746878	
S1-486380508	S2-524216088,S3-206546943,S3-143156429,S3-845795910,S3-786352077
S1-487014673	S2-179933097,S3-401561151
S1-487231713	S2-821508340,S2-724332899,S3-669162020
S1-487534078	S2-748566024,S2-62256489,S2-106660514,S3-778158001
S1-488324653	S2-520067336,S2-672482412,S2-993695809,S3-983223225,S3-750220851
S1-488492940	
S1-488702780	S2-496079756,S3-589242848,S3-790983010,S3-428742731
S1-489003121	S2-235127383,S2-450123215,S2-706239589,S3-607453290,S3-569522318
S1-489003698	
S1-489543846	S2-138426743,S3-966650162,S3-924726929
S1-489834584	S2-497318031,S2-758939378,S3-45856176,S3-802003637,S3-665377898
S1-489844228	S2-364113291,S2-104360838,S3-66911035,S3-427495920
S1-490390736	S3-124127536,S3-327944186,S3-684558215
S1-490868047	S2-595819422,S2-353193916,S3-462157282
S1-491036425	S2-679140983,S3-824154616,S3-876097943,S3-12484751
S1-491138472	S2-788106715,S2-197200716,S3-43710305,S3-67035158,S3-928683234,S3-726933950
S1-49129368	S2-800947923,S2-413103330,S3-931515172,S3-288345540,S3-849905337
S1-491611009	S2-949398415,S3-957300057,S3-133062970
S1-491907552	S2-853039326,S3-966665838,S3-997059065,S3-556515977
S1-492146489	
S1-492453158	S2-846124627
S1-493500111	S2-231549062,S3-738911141,S3-999781603,S3-956571494,S3-848618361
S1-495551624	S2-467602358,S3-509147535,S3-630125731
S1-49581873	S3-807113693,S3-332944425
S1-495839809	S2-904347956,S2-7179008,S2-405083104,S2-906933992,S3-589218934
S1-49584394	S2-153767532,S3-224494923
S1-496592466	S2-326457046,S2-701727670,S3-197000044
S1-496751988	
S1-496780343	S2-701019903,S3-36834067
S1-496802315	S2-371087906,S2-915252626,S3-418757166
S1-497294767	S2-302452163,S2-352913055,S2-943983176,S2-400160527
S1-497494073	S2-683204992,S2-717906681,S2-480032794,S3-632478565
S1-497842827	S2-174208047,S3-119604517
S1-498143089	S2-331675071,S3-441740486,S3-374488803,S3-872045065,S3-815606235,S3-86268308
S1-498567090	S2-221123001,S3-612982424
S1-498976806	S2-194713447,S3-495661913
S1-499068091	S2-688370998,S2-705144353,S3-516872313
S1-49929103	
S1-499777510	S2-753205658,S3-260201275
S1-500755346	S2-194545285,S2-790921898,S3-339381661
S1-501425080	S2-588807921,S2-891076862,S3-618849100
